,0
2020-08-22 18:14:20,211.45476196190592
2020-08-22 18:14:30,211.51929988066908
2020-08-22 18:14:40,211.45333333333338
2020-08-22 18:14:50,211.066665750709
2020-08-22 18:15:00,210.55316809795158
2020-08-22 18:15:10,210.08666666666667
2020-08-22 18:15:20,209.93069974732828
2020-08-22 18:15:30,210.01596708065836
2020-08-22 18:15:40,209.94069961399228
2020-08-22 18:15:50,210.0247344840369
2020-08-22 18:16:00,209.93316705931525
2020-08-22 18:16:10,210.03333333333333
2020-08-22 18:16:20,210.0007001473363
2020-08-22 18:16:30,210.083333761344
2020-08-22 18:16:40,209.98543304199418
2020-08-22 18:16:50,210.8528083508401
2020-08-22 18:17:00,220.06629366662295
2020-08-22 18:17:10,232.05179076418472
2020-08-22 18:17:20,243.86172469883937
2020-08-22 18:17:30,255.8506722924511
2020-08-22 18:17:40,267.1942170176737
2020-08-22 18:17:50,270.032699834006
2020-08-22 18:18:00,269.9691014539663
2020-08-22 18:18:10,270.186493161967
2020-08-22 18:18:20,270.1202701136178
2020-08-22 18:18:30,269.94730325393493
2020-08-22 18:18:40,270.06819911335657
2020-08-22 18:18:50,269.9270516236882
2020-08-22 18:19:00,270.12504161406156
2020-08-22 18:19:10,270.2788337527376
2020-08-22 18:19:20,270.23333730274
2020-08-22 18:19:30,270.0957669260162
2020-08-22 18:19:40,270.2229870761925
2020-08-22 18:19:50,269.9984673800307
2020-08-22 18:20:00,269.83757197792914
2020-08-22 18:20:10,270.07576638734497
2020-08-22 18:20:20,269.9333356626901
2020-08-22 18:20:30,269.87397641823446
2020-08-22 18:20:40,269.9173020286075
2020-08-22 18:20:50,270.88028347777697
2020-08-22 18:21:00,280.0209255961866
2020-08-22 18:21:10,292.16003157223065
2020-08-22 18:21:20,304.13681036232606
2020-08-22 18:21:30,315.6131648570385
2020-08-22 18:21:40,326.6444809534138
2020-08-22 18:21:50,329.2423149459153
2020-08-22 18:22:00,329.42780119175706
2020-08-22 18:22:10,330.12447177332473
2020-08-22 18:22:20,330.7011117329058
2020-08-22 18:22:30,330.73227270472404
2020-08-22 18:22:40,330.59994241676094
2020-08-22 18:22:50,330.05780252074084
2020-08-22 18:23:00,329.65439933054296
2020-08-22 18:23:10,329.42780315454047
2020-08-22 18:23:20,329.98439233026966
2020-08-22 18:23:30,330.06332908703865
2020-08-22 18:23:40,330.4677535646211
2020-08-22 18:23:50,330.3699667539626
2020-08-22 18:24:00,330.27664044354395
2020-08-22 18:24:10,329.87776822079644
2020-08-22 18:24:20,329.87663030980525
2020-08-22 18:24:30,329.91331210800644
2020-08-22 18:24:40,329.34456072045253
2020-08-22 18:24:50,329.7444298885977
2020-08-22 18:25:00,328.6077512863724
2020-08-22 18:25:10,323.37340848424543
2020-08-22 18:25:20,313.8520911751569
2020-08-22 18:25:30,300.9489360112889
2020-08-22 18:25:40,283.3
2020-08-22 18:25:50,263.01263985279707
2020-08-22 18:26:00,242.9782701645879
2020-08-22 18:26:10,222.92514769704607
2020-08-22 18:26:20,202.9252928274768
2020-08-22 18:26:30,182.98999999999998
2020-08-22 18:26:40,162.93
2020-08-22 18:26:50,141.70100937370827
2020-08-22 18:27:00,109.19745201570699
2020-08-22 18:27:10,76.6172089441789
2020-08-22 18:27:20,48.01
2020-08-22 18:27:30,23.436666666666664
2020-08-22 18:27:40,4.073333333333333
2020-08-22 18:27:50,0.0
2020-08-22 18:28:00,0.0
2020-08-22 18:28:10,0.0
2020-08-22 18:28:20,0.0
2020-08-22 18:28:30,0.0
2020-08-22 18:28:40,0.0
2020-08-22 18:28:50,0.0
2020-08-22 18:29:00,0.0
2020-08-22 18:29:10,0.0
2020-08-22 18:29:20,0.0
2020-08-22 18:29:30,0.0
2020-08-22 18:29:40,0.0
2020-08-22 18:29:50,0.0
2020-08-22 18:30:00,0.0
